,"1. Următoarele/ următoarea afirmații cu privire la fiziologia respirației sunt adevărate:
",,,,
FALSE,"   4. Celulele Sertoli: formează lichidul seminal unde plutesc spermatidele.
",,,,
TRUE,"   5. Spermatidele nu suferă proces de diviziune, ci doar de maturare, din care rezultă spermatozoizii.
",,,,
TRUE,"   6. Secreţia de prolactină este maximă în cursul somnului.
",,,,
FALSE,"   7. Celulele Sertoli : nu influențează spermatozoizii neviabili sau afectaţi;
",,,,
TRUE,"   8. Celulele Sertoli au următoarele roluri: asigură nutriţia spermatozoizilor; fagocitează spermatozoizii neviabili sau afectaţi.
",,,,
FALSE,"   9. Stimulatorii secreției de prolactină sunt: Dopamina hipotalamică (PIH) şi agonişti glucocorticoizi, hormonii tiroidieni.
",,,,
TRUE,"   10. Prolactina inhibă sinteza şi secreţia de FSH şi LH.
",,,,
FALSE,,,,,
FALSE,"278. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. Spermatidele nu suferă proces de diviziune, ci doar de maturare, din care rezultă spermatozoizii.
",,,,
TRUE,"   2. Hipotalamusul eliberează factorul eliberator al gonadotropilor (GnRH) pe parcursul unei zile determinând menţinerea secreţiei de gonadotropine (FSH şi LH) de către hipofiza anterioară.
",,,,
TRUE,"   3. La nivelul rinichiului normal, 85-90% din ultrafiltratul glomerular (200 l/zi) este reabsorbit izoosmotic la nivelul tubului proximal.
",,,,
TRUE,"   4. Celulele Sertoli au următoarele roluri: asigură nutriţia spermatozoizilor; fagocitează spermatozoizii neviabili sau afectaţi; protejează spermatozoizii de substanţele toxice din sânge, constituind o bariera sânge – testicul.
",,,,
FALSE,"   5. Testiculul va secreta şi hormoni inhibitori (hormonul antimullerian) care va stimula formarea organelor sexuale feminine din canalul mullerian embrionar.
",,,,
TRUE,"   6. Receptorii cu mare specificitate pentru prolactină sunt localizaţi, în principal, la nivelul glandei mamare dar şi la nivelul ficatului, rinichilor, suprarenalelor şi gonadelor.
",,,,
TRUE,"   7. Hipofiza posterioară secretă hormonul antidiuretic (ADH, vasopresina) şi oxitocina.
",,,,
FALSE,"   8. Receptorii cu mare afinitate pentru ADH, localizaţi la nivelul celulelor epiteliale de la nivelul nefronului distal, inhibă producţia de c-AMP.
",,,,
FALSE,"   9. Scădere nivelului de inhibină reduce producţia de gameţi fără a interfera cu producţia de testosteron.
",,,,
FALSE,"   10. FSH controlează spermatogeneza prin inhibarea activităţii celulelor Sertoli
",,,,
FALSE,,,,,
FALSE,"279. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. In mod normal, gena pentru masculinitate (gena SRY) este purtată pe cromosomul Y, pe braţul său scurt, invecinată cu regiunea pseudoautosomală a acestui cromozom.
",,,,
FALSE,"   2. Agoniştii alfa-adrenergici, L-DOPA, serotonina şi enkefalinele inhibă secreţia hormonului de creştere, iar agoniştii beta-adrenergici îl stimulează.
",,,,
TRUE,"   3. FSH acţionează asupra celulelor Sertoli şi este esenţial pentru funcţionarea optimă a tubilor seminiferi.
",,,,
FALSE,"   4. Efectele gonadotropinelor la barbați – scade secreţia de testosteron prin acţiune asupra celulelor Leydig.
",,,,
TRUE,"   5. La bărbat, LH acţionează asupra celulelor Leydig testiculare şi stimulează biosinteza de testosteron.
",,,,
FALSE,"   6. GnRH determină la nivelul hipofizei posterioare eliberarea de gonadotropine cum ar fi: hormonul luteinizant (LH) şi hormonul foliculo-stimulant (FSH).
",,,,
FALSE,"   7. Efectul combinat al celor doi hormoni gonadotropi este de a inhiba gametogeneza, maturarea gonadelor şi de a iniţia secreţia de steroizi sexuali care, la randul lor, vor iniţia modificări sexuale specifice privind creşterea organismului şi dezvoltarea caracterelor sexuale secundare la pubertate.
",,,,
FALSE,"   8. Scăderea concentraţiei de estrogeni în cursul sarcinii reprezintă factorul stimulator major al producţiei de prolactină şi a hipertrofiei acestor celule de la nivelul adenohipofizei.
",,,,
TRUE,"   9. La femei, FSH produce creşterea foliculară, proces care depinde, atât de LH cât şi de estrogen.
",,,,
TRUE,"   10. La femei, eliberarea de gonadotropine are loc ciclic, pe când la bărbat eliberarea este relativ constantă pe parcursul a mai multor zile.
",,,,
FALSE,,,,,
FALSE,"280. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. Efectele gonadotropinelor la barbați - creşte secreţia de testosteron prin acţiune asupra celulelor Leydig.
",,,,
FALSE,"   2. Efectele gonadotropinelor la barbați - inhibă spermatogeneza prin acţiune asupra celulelor Sertoli.
",,,,
TRUE,"   3. Hormonii cu structură glicoproteică secretaţi de către adenohipofiză sunt reprezentaţi de hormonul tireostimulant (TSH), hormonul luteinizant (LH) şi hormonul foliculinostimulant (FSH).
",,,,
TRUE,"   4. Efectele gonadotropinelor la femei - determină maturarea foliculului de Graaf şi transformarea în corpul galben.
",,,,
TRUE,"   5. Efectele gonadotropinelor la barbați - stimulează spermatogeneza prin acţiune asupra celulelor Sertoli.
",,,,
TRUE,"   6. Efectele gonadotropinelor la femei - stimulează maturarea foliculului; este necesar ca foliculul să progreseze către un stadiu superior şi să inceapă să secrete estradiol LH. Creşte secreţia de testosteron prin acţiune asupra celulelor Leydig.
",,,,
FALSE,"   7. Pubertatea masculină incepe in jurul varstei de 15 ani, atunci când are loc şi secreţia hipotalamică de GnRH.
",,,,
FALSE,"   8. La femei, eliberarea de gonadotropine are loc relativ constantă pe parcursul a mai multor zile.
",,,,
FALSE,"   9. Efectele gonadotropinelor la femei - inbhibă maturarea foliculului.
",,,,
FALSE,"   10. Efectele gonadotropinelor la femei - determină imaturarea foliculului de Graaf şi transformarea în corpul galben.
",,,,
FALSE,,,,,
FALSE,"281. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. La femei, FSH produce creşterea foliculară, proces care depinde, atât de LH cât şi de estrogen.
",,,,
FALSE,"   2. La aproximativ 1 din 2 cazuri se înregistrează o creştere tranzitorie a sânilor băieţilor puberi, fenomen care se datorează producţiei crescute de estradiol, secundar stimulării testiculelor prin LH.
",,,,
TRUE,"   3. La bărbat, LH acţionează asupra celulelor Leydig testiculare şi stimulează biosinteza de testosteron.
",,,,
FALSE,"   4. Scăderea concentraţiei de estrogeni în cursul sarcinii reprezintă factorul stimulator major al producţiei de prolactină şi a hipertrofiei acestor celule de la nivelul adenohipofizei.
",,,,
FALSE,"   5. Primul şi cel mai important semn de apariţie a pubertăţii la băieţi este creşterea testiculelor, fenomen precedat de scăderi plasmatice ale FSH.
",,,,
FALSE,"   6. In jurul vârstei de 15 ani, când concentraţia plasmatică de testosteron este similară cu cea de la adult, are loc închiderea nucleilor de creştere epifizară a oaselor lungi.
",,,,
TRUE,"   7. Pubertatea masculină incepe in jurul varstei de 10 -11 ani, atunci când are loc şi secreţia hipotalamică de GnRH.
",,,,
TRUE,"   8. FSH acţionează asupra celulelor Sertoli şi este esenţial pentru funcţionarea optimă a tubilor seminiferi.
",,,,
FALSE,"   9. In jurul vârstei de 10 ani are loc o creştere marcată a concentraţiei plasmatice de testosteron insoţită de creşterea în înălţime, apariţia părului pubian şi creşterea penisului.
",,,,
TRUE,"   10. Pubertatea masculină începe în jurul vârstei de 10 -11 ani, atunci cândare loc şi secreţia hipotalamică de GnRH, şi se definitivează în jurul varsteide 15 -17 ani.
",,,,
FALSE,,,,,
FALSE,"282. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. Hipotalamusul bărbatului în vârstă este capabil să elibereze GnRH şi hipofiza sa anterioară să secrete FSH şi LH, dar testiculele sunt afectate de vârstă.
",,,,
FALSE,"   2. In timpul sarcinii estrogenii nu pot fi secretați de către placenta.
",,,,
FALSE,"   3. Estradiolul determină creşterea grosimii endometrului (de la 12 mm imediat după menstruaţie la 20 mm înaintea ovulaţiei).
",,,,
FALSE,"   4. Nivelele mai crescute de testosteron sunt totuşi adecvate pentru a menţine spermatogeneza pe tot parcursul vieţii, funcţia structurilor accesorii şi a interesului sexual.
",,,,
FALSE,"   5. Estrogenii determină scăderea în volum a sânilor, prin scăderea ţesutului adipos, dând forma feminină a sânilor, lărgirea areolei mamare, dezvoltarea sistemului canalicular şi stromal.
",,,,
TRUE,"   6. Hormonii cu structură glicoproteică secretaţi de către adenohipofiză sunt reprezentaţi de hormonul tireostimulant (TSH), hormonul luteinizant (LH) şi hormonul foliculinostimulant (FSH).
",,,,
TRUE,"   7. In jurul vârstei de 16 -17 ani, când concentraţia plasmatică de testosteron este similară cu cea de la adult, are loc inchiderea nucleilor de creştere epifizară a oaselor lungi.
",,,,
TRUE,"   8. Nivelele de testosteron cresc după pubertate şi se stabilizează la nivele maxime în jurul varstei de 20 de ani apoi nivelele răman relativ constante până în jurul vârstei de 40 de ani, când descreşterea devine aparentă.
",,,,
FALSE,"   9. Estradiolul determină dezvoltarea trompelor uterine, intensificarea motilităţii cililor, scăderea numărului de celule epiteliale secretoare.
",,,,
TRUE,"   10. In jurul vârstei de 12 ani are loc o creştere marcată a concentraţiei plasmatice de testosteron insoţită de creşterea în înălţime, apariţia părului pubian şi creşterea penisului.
",,,,
FALSE,,,,,
FALSE,"283. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. La menopauză, scăderea importantă a concentraţiei plasmatice de estrogeni determină creșterea activităţii osteablastelor, amplificarea activităţii osteoclastice şi depunerea de calciu cu accelerarea distrucţiei matriceicolagenice osoase fără formare de os nou.
",,,,
FALSE,"   2. Hormonii tiroidieni nu seamănă cu hormonii steroizi în ceea ce priveşte mecanismul de acţiune.
",,,,
FALSE,"   3. In perioada pubertară, estrogenii inhibă proliferarea condrocitară şi creşterea rapidă în înălţime până la închiderea cartilagiilor de creştere.
",,,,
TRUE,"   4. Estradiolul stimulează proliferarea celulelor epiteliale vaginale şi transformarea la pubertate a epiteliului cuboidal în epiteliu stratificat care este mai rezistent la traumatisme.
",,,,
TRUE,"   5. Estrogenii determină creşterea în volum a sânilor, prin creşterea ţesutului adipos, dând forma feminină a sânilor, lărgirea areolei mamare, dezvoltarea sistemului canalicular şi stromal.
",,,,
TRUE,"   6. Estradiolul determină creşterea grosimii endometrului (de la 1-2 mm imediat după menstruaţie la 8-10 mm înaintea ovulaţiei).
",,,,
TRUE,"   7. Receptorii pentru hormonii steroizi sunt localizaţi in interiorul celulei ţintă.
",,,,
FALSE,"   8. Receptorii pentru hormonii steroizi sunt localizaţi în exteriorul celulei ţintă.
",,,,
FALSE,"   9. La nivel renal, estradiolul nu influențează reabsorbţia de sodiu si apă ceea ce explică retenţia hidrică ciclică la unele femei.
",,,,
TRUE,"   10. Secreţia ciclică de estrogeni şi progesteron are efecte asupra uterului, trompelor uterine, vaginului, glandelor mamare etc.
",,,,
FALSE,,,,,
FALSE,"284. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. La nivelul ţesutului adipos, estrogenii determină dezvoltarea masei adipoase de aproximativ 3 ori mai mare decât la bărbat şi dispunerea sa specifică (pe solduri, abdomen).
",,,,
TRUE,"   2. La bărbat, LH acţionează asupra celulelor Leydig testiculare şi stimulează biosinteza de testosteron.
",,,,
TRUE,"   3. La femei, FSH produce creşterea foliculară, proces care depinde, atât de LH cât şi de estrogen.
",,,,
TRUE,"   4. La nivel renal, estradiolul determină reabsorbţia de sodiu si apă ceea ce explică retenţia hidrică ciclică la unele femei.
",,,,
FALSE,"   5. Progesteronul nu este un hormon pro-sarcină.
",,,,
FALSE,"   6. Agoniştii α-adrenergici, L-DOPA, serotonina şi enkefalinele inhibă secreţia hormonului de creştere, iar agoniştii beta-adrenergici il stimulează.
",,,,
TRUE,"   7. Femeia nu poate produce ovogonii noi şi funcţionează cu o scădere continuă a numărului de ovocite primare. La menopauză sau puţin după aceea nu mai sunt ovocite şi are loc dispariţia funcţiei reproductive.
",,,,
TRUE,"   8. Progesteronul determină creşterea temperaturii corpului cu 0,50C în faza luteală a ciclului utero-ovarian lunar.
",,,,
FALSE,"   9. Celulele producătoare de prolactină de la nivelul adenohipofizei reprezintă aproximativ 10% din totalul celulelor pituitare
",,,,
FALSE,"   10. La nivel hepatic, estradiolul determină sinteza scăzută a unor proteine circulante: tiroxinbinding globulin (TBG), cortisol-binding globulin, SSBP; renină, angiotensinogen.
",,,,
FALSE,,,,,
FALSE,"285. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. La femei, FSH produce creşterea foliculară, proces care depinde, atât de LH cât şi de estrogen.
",,,,
TRUE,"   2. In timpul vieţii reproductive se produc 400-500 ovule (câte unul pe lună) care parcurg secvenţele complete de evenimente.
",,,,
FALSE,"   3. Creşterea nivelului plasmatic de estradiol, ca urmare a implicării axei gonadotropice hipotalamice, va determina scăderea nivelului de LH cu toate că nivelul de FSH scade.
",,,,
TRUE,"   4. Stadiul terţiar sau stadiul final al dezvoltării foliculare este cel mai rapid stadiu şi are loc numai în perioada reproductivă.
",,,,
FALSE,"   5. Estradiolul determină scăderea numărului de receptori pentru LH la nivelul celulelor interstiţiale foliculare.
",,,,
FALSE,"   6. Stadiul secundar de dezvoltare foliculară este mult mai rapid necesitând 50-55 zile.
",,,,
FALSE,"   7. Funcţia iniţială a FSH în foliculul primar este de a inhiba creşterea celulelor granuloase.
",,,,
FALSE,"   8. La aproximativ 10 zile de la declanşarea menstruaţiei are loc dezvoltarea unui singur folicul de Graaf.
",,,,
TRUE,"   9. Creşterea nivelului de progesteron, estradiol şi inhibină de la nivelul corpului galben exercită un efect de feed-back negativ asupra glandei hipofize având ca rezultat scăderea nivelelor de FSH şi LH.
",,,,
TRUE,"   10. La naştere, ovocitele au un diametru de 10-25 micrometri, iar până la maturitatea sexuală a femeii ele vor ajunge la un diametru de 50-120 micrometri prin creşterea nucleului şi a volumului citoplasmatic.
",,,,
FALSE,,,,,
FALSE,"286. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. FSH nu influențează maturarea foliculului secundar.
",,,,
TRUE,"   2. Creşterea nivelului de progesteron, estradiol şi inhibină de la nivelul corpului galben exercită un efect de feed-back negativ asupra glandei hipofize având ca rezultat scăderea nivelelor de FSH şi LH.
",,,,
TRUE,"   3. Perioada propice ovulaţiei este caracterizată prin creşterea gradată de estradiol de către celulele foliculare.
",,,,
TRUE,"   4. Primul stadiu al maturării sexuale a foliculilor ovarieni este reprezentat de diviziunea celulelor granuloase care inconjură ovulul; aceasta corespunde tranziţiei dintre oocitul primar şi foliculul primar.
",,,,
FALSE,"   5. In stadiul inițial de maturare foliculară, ovulul este aproape complet înconjurat de fluidul antral; foliculul va prezenta o umflătură vizibilă la suprafaţa ovarului.
",,,,
FALSE,"   6. In fiecare lună aproximativ 100 de foliculi vor incepe să se dezvolte şi, din aceştia, câţiva se vor dezvolta în concordanţă cu cea mai favorabilă etapă a ciclului hormonal.
",,,,
TRUE,"   7. Prima jumătate a ciclului ovarian este numită stadiul folicular deoarece se caracterizează prin dezvoltarea unui folicul care progresează pană la stadiul de eliberare a ovulului sau ovulaţie.
",,,,
TRUE,"   8. In ziua 5-7 a fazei foliculare numai un singur folicul are dimensiuni mai mari de 11 mm; acest folicul dominant se selectează singur prin involuţia celorlalţi.
",,,,
FALSE,"   9. Ovulul sau oocitul secundar este aspirat de către franjurii trompei uterine şi va parcurge o călătorie de 10 zile.
",,,,
FALSE,"   10. Din 3 foliculi care sunt susţinuţi în dezvoltarea lor la fiecare ciclu, numai unul parcurge ciclul de maturare şi determină ovulaţia.
",,,,
FALSE,,,,,
FALSE,"287. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. Creșterea estrogenului la menopauză reduce feminizarea, depozitele de grăsime specifice sexului feminin şi mărimea structurilor reproducătoare feminine.
",,,,
TRUE,"   2. Perioada propice ovulaţiei este caracterizată prin creşterea gradată de estradiol de către celulele foliculare.
",,,,
FALSE,"   3. Creşterea LH ca răspuns la scăderea rapidă de estradiol reprezintă elementul declanşator al ovulaţiei.
",,,,
TRUE,"   4. Faza luteală se caracterizează prin creşteri de estradiol, progesteron şi inhibină.
",,,,
TRUE,"   5. LH stimulează celulele tecale să sintetizeze androgeni, iar FSH stimulează celulele granuloase să fabrice aromataze - enzime necesare conversiei testosteronului în estradiol.
",,,,
FALSE,"   6. LH inhibă ovulaţia şi formarea corpului galben; stimulează producţia de progesteron de către corpul galben.
",,,,
FALSE,"   7. Faza luteală se caracterizează prin scăderi de estradiol, progesteron şi inhibină.
",,,,
TRUE,"   8. Ovulul sau oocitul secundar este aspirat de către franjurii trompei uterine şi va parcurge o călătorie de 4-5 zile.
",,,,
FALSE,"   9. Feed-back-ul pozitiv al estradiolului crește eliberarea de gonadotropine din hipofiza anterioară drept consecinţă a reducerii eliberării de Gn-RH din hipotalamus.
",,,,
TRUE,"   10. Nivelele crescute de estradiol şi progesteron inhibă eliberarea de LH şi FSH, dar după degenerarea corpuluigalben nivelul acestor hormoni creşte.
",,,,
FALSE,,,,,
FALSE,"288. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. In faza proliferativă, estradiolul determină scăderea depozitelor adipoase ale sânilor, o proliferare a sistemului ductal, scăderea mamelonului şi a pigmentării sale.
",,,,
FALSE,"   2. La femeile cu cicluri relativ scurte, nivelul de estrogen poate scădea rapid conducand la ovulaţie precoce.
",,,,
TRUE,"   3. Scăderea estrogenului la menopauză reduce feminizarea, depozitele de grăsime specifice sexului feminin şi mărimea structurilor reproducătoare feminine.
",,,,
TRUE,"   4. LH determină ovulaţia şi formarea corpului galben; stimulează producţia de progesteron de către corpul galben.
",,,,
FALSE,"   5. Scăderea de estradiol şi progesteron nu determină la modificări degenerative ale endometrului.
",,,,
FALSE,"   6. După ovulaţie, faza secretorie a ciclului uterin continuă ca urmare a acţiunii estradiolului şi a progesteronului pentru încă 28 zile.
",,,,
FALSE,"   7. In medie, ciclul menstrual durează 28 de zile, cu variaţii normale între 15 şi 20 zile.
",,,,
TRUE,"   8. In perioada premergătoare menopauzei se înregistrează o reducere a supleţei foliculului şi ovarele devin incapabile să secrete cantităţi adecvate de steroizi sexuali ca răspuns la gonadotropină.
",,,,
TRUE,"   9. Faza secretorie a ciclului uterin corespunde fazei luteale a ciclului ovarian şi numele acestei faze provine din faptul că glandele uterine încep să secrete un amestec bogat in glicoproteine numit “lapte uterin”.
",,,,
TRUE,"   10. Faza menstruală este urmată de faza proliferativă a ciclului uterin care corespunde cu faza foliculară a ciclului ovarian in care folicului secretă estradiol.
",,,,
FALSE,,,,,
FALSE,"289. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. Pubertatea feminină diferă de cea masculină printr-o secreţie mai precoce de FSH decât de LH.
",,,,
FALSE,"   2. Spermatozoizii pot supravieţui în tractul reproducător feminin aproximativ 5 zile.
",,,,
FALSE,"   3. Fenomenele numite “bufeuri de căldură” sunt determinate de eliberarea ciclică de LH; ca urmare a deficitului de estrogeni apar labilitatea emoţională şi incidenţa crescută a afectării coronare.
",,,,
FALSE,"   4. Fecundarea normală are loc în 1/2 externă a trompei uterine, iar spermatozoizii depozitaţi în vagin în timpul actului sexual vor trebui să parcurgă uterul şi cea mai mare parte din lungimea trompei uterine pentru a întâlni ovulul.
",,,,
FALSE,"   5. Spermatozoizii sunt atraşi chimic către ovul şi sunt ajutaţi în parcursul lor prin contracţiile musculaturii netede a trompei uterine, cea mai mare parte din ei se pierd şi numai o cantitate mică din spermatozoizii ejaculaţi (400 din 250 - 500 milioane) ajung la ovul.
",,,,
TRUE,"   6. Funcţia reproductivă a femeii începe să scadă în jurul vârstei de 50 ani ca urmare a încetării activităţii secretorii a ovarelor şi a epuizării stocului de foliculi primordiali.
",,,,
TRUE,"   7. Primul semn fizic observabil la pubertate este creşterea sanilor şi coincide cu primele creşteri detectabile plasmatic a concentraţiei de estradiol, ca început al secreţiei ovariene.
",,,,
FALSE,"   8. Creșterea secreţiei estrogenice are ca efect subţierea epiteliului vaginal şi pierderea secreţiei sale, scăderea volumului sânilor şi accelerarea “pierderii osoase”.
",,,,
TRUE,"   9. Ovulul poate fi fecundat numai în aproximativ 10-12 ore după ovulaţie, perioadă în care se găseşte în trompa uterină.
",,,,
TRUE,"   10. Pubertatea feminină începe in jurul varstei de 11-13 ani, odată cu începerea activităţii secretorii a ovarelor sub influenţa gonadotropinelor hipotalamice.
",,,,
FALSE,,,,,
FALSE,"290. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. Sarcina abdominală afectează viaţa mamei sau a fătului, nu poate fi dusă la termen cât mai aproape de termen; naşterea se face prin cezariană.
",,,,
FALSE,"   2. In a 10-a, a 9-a zi după ovulaţie are loc nidaţia.
",,,,
TRUE,"   3. Pentru a realiza fecundarea, spermatozoizii trebuie să recunoască ţinta lor şi apoi să penetreze celulele granuloase, zona pelucida şi membrana ovulului.
",,,,
TRUE,"   4. Spermatozoizii pot supravieţui in tractul reproducător feminin aproximativ 3 zile.
",,,,
TRUE,"   5. La scurt timp după pătrunderea spermatozoidului în ovul are loc o reacţie corticală a membranei ovulului prin care zona pelucida nu mai este receptivă la noi spermatozoizi care ajung la ovul.
",,,,
FALSE,"   6. Corpul galben inhibă estradiol şi progesteron care va determina dezvoltarea arterelor spiralate şi secreţia glandelor uterine.
",,,,
FALSE,"   7. In primele luni de dezvoltare, permeabilitatea placentară este destul de mare, deoarece membranele vilozitare au o grosime corespunzătoare.
",,,,
TRUE,"   8. In ovul nu pătrunde aproape niciodată mai mult de un spermatozoid deoarece zona pelucida eliberează o substanţă (enzimă proteolitică) care împiedică penetrarea altor spermatozoizi.
",,,,
TRUE,"   9. Ovulul poate fi fecundat numai în aproximativ 10-12 ore după ovulaţie, perioadă în care se găseşte în trompa uterină.
",,,,
FALSE,"   10. Zigotul se divide odată la 12 ore pană la stadiul de morula.
",,,,
FALSE,,,,,
FALSE,"291. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. HCG-ul are efect inhibitor asupra secreţiei de LH
",,,,
TRUE,"   2. HCG-ul stimulează funcţia glandei tiroide (datorită asemănării structurale între HCG şi TSH);
",,,,
FALSE,"   3. Rolul cel mai important al HCG este cel de a menţine funcţia corpului galben în timpul celor 7 zile de viaţă ale acestuia.
",,,,
FALSE,"   4. Receptorii pentru hormonii steroizi sunt localizaţi în exteriorul celulei ţintă.
",,,,
TRUE,"   5. Rolul cel mai important al HCG este cel de a menţine funcţia corpului galben în timpul celor 14 zile de viaţă ale acestuia.
",,,,
TRUE,"   6. Hormonii cu structură glicoproteică secretaţi de către adenohipofiză sunt reprezentaţi de hormonul tireostimulant (TSH), hormonul luteinizant (LH) şi hormonul foliculinostimulant (FSH).
",,,,
FALSE,"   7. In timpul sarcinii are loc o secreţie scăzută de estrogeni (estradiol, estronă, estriol).
",,,,
TRUE,"   8. Nivelul de HCG creşte, atingând un maximum la 9-12 săptămâni, apoi rămân la acest nivel până la sfârşitul sarcinii.
",,,,
FALSE,"   9. Nivelul de HCG creşte, atingând un maximum la 20 săptămani, apoi răman la acest nivel până la sfârşitul sarcinii.
",,,,
FALSE,"   10. HCG-ul la făt, inhibă secreţia de DHEA-S de către suprarenala fetală şi producţia de testosteron de către celu-lele Leydig testiculare.
",,,,
FALSE,,,,,
FALSE,"292. Următoarele afirmații sunt adevărate:
",,,,
TRUE,"   1. Progesteronul este hormonul responsabil de procesul de nidare şi de menţinere a produsului de concepţie în cavitatea uterină.
",,,,
TRUE,"   2. Rolurile estrogenilor: stimulează dezvoltarea canalelor galactofore de la nivelul glandelor mamare.
",,,,
FALSE,"   3. Concentraţia prolactinei în plasma maternă scade brusc în timpul fiecărei perioade de supt realizand astfel menţinerea secreţiei lactate.
",,,,
FALSE,"   4. Inafara menţinerii secreţiei lactate, prolactina crește şi funcţia reproductivă la mamele care alăptează.
",,,,
FALSE,"   5. Rolurile estrogenilor - scade rata de conversie la nivel placentar a cortisolului activ în cortizon inactiv.
",,,,
TRUE,"   6. Rolurile estrogenilor: stimulează dezvoltarea mio-metrului uterin pregătindu-l pentru naştere.
",,,,
FALSE,"   7. Somatomamotropina corionică umană (HCS) este un hormon produs numai în timpul pubertății.
",,,,
FALSE,"   8. In timpul sarcinii se produc aproximativ 550 mg/zi de progesteron(90% din unitatea placentară a mamei şi 10% din cea fetală).
",,,,
TRUE,"   9. Sinteza de estrogeni la începutul sarcinii se realizează de către corpul galben ca urmare a stimulării prin HCG.
",,,,
TRUE,"   10. Rolurile estrogenilor - alături de relaxină, determină relaxarea şi “înmuierea” ligamentelor pelvice şi a simfizei pubiene permiţand dezvoltarea uterului; determină sinteza crescută de progesteron la nivel placentar; creşte rata de conversie la nivel placentar a cortisolului activ în cortizon inactiv.
",,,,
FALSE,,,,,
FALSE,"293. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. Rolurile estrogenilor: inhibă dezvoltarea miometrului uterin pregătindu-l pentru naştere.
",,,,
TRUE,"   2. Somatomamotropina corionică umană (HCS) sau hormonul lactogen placentar este un hormon produs numai în timpul sarcinii.
",,,,
FALSE,"   3. Progesteronul nu influențează de procesul de nidare şi de menţinere a produsului de concepţie în cavitatea uterină.
",,,,
TRUE,"   4. Rolurile HCS: rol anabolizant pentru mamă; are activitate lactogenă acţionând sinergic cu prolactina.
",,,,
TRUE,"   5. Inafara menţinerii secreţiei lactate, prolactina scade şi funcţia reproductivă la mamele care alăptează.
",,,,
FALSE,"   6. In timpul sarcinii se produc aproximativ 250 mg/zi de progesteron (10% din unitatea placentară a mamei şi 90% din cea fetală).
",,,,
TRUE,"   7. Rolurile HCS: stimulează lipoliza.
",,,,
TRUE,"   8. Prolactina este un hormon secretat de hipofiza maternă cu rol de a stimula producţia lactată.
",,,,
FALSE,"   9. Rolurile progesteronului în timpul sarcinii: stimulează contracţiile uterine prin inhibarea producţiei de prostaglandine şi prin scăderea sensibilităţii muşchiului uterin la ocitocină, prevenind astfel naşterea prematură.
",,,,
FALSE,"   10. Rolurile HCS: inhibă lipoliza.
",,,,
FALSE,,,,,
FALSE,"294. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. La sfarşitul trimestrului trei de sarcină fătul are o lungime de 25-37 cm şi o greutate de 550-700 g.
",,,,
FALSE,"   2. La sfarşitul primului trimestru de sarcină, embrionul care acum se numeşte făt, are o lungime de 10 cm.
",,,,
TRUE,"   3. Progesteronul în timpul sarcinii: stimulează dezvoltarea glandelor mamare.
",,,,
TRUE,"   4. Progesteronul în timpul sarcinii - creşte ventilaţia, prin stimularea centrilor respiratori materni, în vederea indepărtării excesului de CO2 produs în cantitate mai mare în timpul sarcinii.
",,,,
FALSE,"   5. La om, perioada de gestaţie sau durata dezvoltării sarcinii, este de aproximativ 37 de săptămani calculate din prima zi a ultimei menstruaţii.
",,,,
FALSE,"   6. La aproximativ 2 săptămâni de la nidare începe dezvoltarea sistemului nervos şi a celui cardiac.
",,,,
FALSE,"   7. La 1 săptămână de la nidare inima începe să bată, iar in săptămana 5 încep să se diferenţieze organele majore.
",,,,
TRUE,"   8. Progesteronul în timpul sarcinii: inhibă răspunsurile imune materne la antigeni proveniţi de la făt.
",,,,
TRUE,"   9. Rolurile progesteronului în timpul sarcinii: inhibă contracţiile uterine prin inhibarea producţiei de prostaglandine şi prin scăderea sensibilităţii muşchiului uterin la ocitocină, prevenind astfel naşterea prematură.
",,,,
TRUE,"   10. Progesteronul este hormonul responsabil de procesul de nidare şi de menţinere a produsului de concepţie în cavitatea uterină.
",,,,
FALSE,,,,,
FALSE,"295. Următoarele afirmații sunt adevărate:
",,,,
FALSE,"   1. Volumul sanguin scade proporţional cu DC, volumul plasmatic fiind mai mare decât (aproximativ 50%) decât masa de eritrocite (aproximativ 25%)
",,,,
FALSE,"   2. In cursul sarcinii apare frecvent ulcerul peptic ce necesită investigații suplimentare și tratament de specialitate, după naştere.
",,,,
TRUE,"   3. In cursul trimestrului II, in mod obişnuit, presiunea sanguină scade ca apoi să revină la normal în cursul trimestrului III.
",,,,
