,"6. Lateral - fasciile m. subhioidieni
"
,"7. Posterior - lama retrolaringoesofagiană a fasciei viscerale
"
,"8. Medial - ductul laringotraheal
"
TRUE,"9. Lateral - lobii tiroidieni
"
TRUE,"10. Posterior - fascia prevertebrală
"
,
,"327. Peretele posterior al lojeifaringoesofagiene prezintă:
"
,"1. Triunghi Killian inferior
"
TRUE,"2. Zonă slabă a joncțiunii faringoesofagiene
"
,"3. Raport lateral cu n. laringeu superior
"
TRUE,"4. M. cricoesofagian
"
TRUE,"5. Fascicul inferior al m. cricofaringieni
"
TRUE,"6. Fascicul superior al m. cricofaringieni
"
,"7. Raport posterior cu fascia pretraheală
"
,"8. Triunghi Laimer superior
"
,"9. Rafeul median al constrictorilor faringieni
"
TRUE,"10. Fascia bucofaringiană
"
,
,"328. Loja inletului mediastinal cervicotoracic conține:
"
TRUE,"1. Spațiul conjunctiv paravisceral
"
,"2. Spațiul conjunctiv venos
"
,"3. Fascia nu se continuă cu cea carotică
"
,"4. Ramuri din a. tiroidiană superioară
"
,"5. Lamina profundă a fasciei tirosternale
"
TRUE,"6. Ramuri arteriale directe din a. subclaviculară
"
,"7. V. jugulare anterioare
"
TRUE,"8. Loja viscerală a inletului mediastinal cervicotoracic
"
TRUE,"9. Loja timică
"
TRUE,"10. Spațiul conjunctiv arterial
"
,
,"329. Limitele regiunii nucale includ:
"
TRUE,"1. Profund - scuama occipitală dintre liniile nucale
"
,"2. Superior - linia nucală inferioară
"
,"3. Inferior - plan care unește articulațiile acromioclaviculare cu spinoasa C1
"
TRUE,"4. Lateral - marginea laterală a m. trapez
"
TRUE,"5. Superior - protuberanța occipitală externă
"
TRUE,"6. Profund - fața posterioară a arcurilor vertebrale cervicale
"
TRUE,"7. Superior - linia nucală superioară
"
,"8. Superior - linia nucală inferioară
"
,"9. Lateral - marginea posterioară a m. deltoid
"
,"10. Inferior - linia nucală inferioară
"
,
,"330. În regiunea cervicală posterioară este:
"
,"1. Ramuri dorsale ale C2
"
,"2. Ramuri dorsale ale C1
"
,"3. Ramuri dorsale ale T1
"
TRUE,"4. Ramuri dorsale ale C7
"
,"5. N. XI/accesor
"
TRUE,"6. Ramuri dorsale ale C8
"
TRUE,"7. Ramuri dorsale ale C5
"
TRUE,"8. Ramuri dorsale ale C6
"
,"9. Ramuri dorsale ale C3
"
TRUE,"10. Ramuri dorsale ale C4
"
,
,"331. Stratul m. erector spinal din regiunea cervicală posterioară conține:
"
,"1. M. semispinal al capului
"
TRUE,"2. M. spinal al capului
"
,"3. M. semispinal cervical
"
,"4. M. rotatori ai gâtului
"
TRUE,"5. M. longissim al gâtului
"
,"6. M. multifid al gâtului
"
TRUE,"7. M. iliocostal al gâtului
"
,"8. M. complex mare
"
TRUE,"9. M. spinal al gâtului
"
TRUE,"10. A. occipitală
"
,
,"332. În regiunea cervicală posterioară avem în stratul muscular profund:
"
,"1. M. serratus posterior și inferior
"
TRUE,"2. M. Segmentari
"
TRUE,"3. M. splenius
"
TRUE,"4. M. transversospinali
"
,"5. M. ridicător al scapulei
"
TRUE,"6. M. erector spinal
"
,"7. M. suboccipitali laterali
"
,"8. M. serratus posterior și superior
"
,"9. M. intersegmentari
"
TRUE,"10. M. dorsali proprii
"
,
,"333. EnunţTrigonul muscular suboccipital prezintă:
"
,"1. Ramura ventrală a lui C1
"
TRUE,"2. Inferior - m. oblic inferior
"
TRUE,"3. Medial - m. drept posterior mare al capului
"
TRUE,"4. Lateral - m. oblic superior
"
TRUE,"5. Ramura posterioară a primului n. spinal cervical
"
TRUE,"6. Ramura posterioară a lui C6
"
,"7. Ramura posterioară a lui C5
"
,"8. V. cervicală superficială
"
,"9. Ramura posterioară a celui de al patrulea n. spinal cervical
"
,"10. Curba orizontală a a. vertebrale
"
,
,"334. La inspecția feței posterioare a gâtului observăm:
"
,"1. Relieful crestei occipitale
"
FALSE,"2. Spinoasa C1
"
,"3. Tuberculii posteriori ai proceselor transverse cervicale
"
,"4. Relieful liniei nucale mijlocii
"
TRUE,"5. Relieful liniei nucale superioare
"
TRUE,"6. Șanț median posterior
"
TRUE,"7. Relieful protuberanței occipitale externe
"
,"8. Relieful liniei nucale inferioare
"
TRUE,"9. Spinoasa C7 în extensia gâtului
"
TRUE,"10. Ligamentul nucal
"
,
,"335. Pe fața anterolaterală a gâtului se observă:
"
,"1. VJI
"
,"2. Proeminența pecetei cricoidului
"
TRUE,"3. Marginea inferioară a corpului mandibulei
"
TRUE,"4. Proeminența hioidului
"
TRUE,"5. Șanțul tiroidian
"
TRUE,"6. Proeminența arcului cricoid
"
,"7. Epiglota
"
,"8. Fosa istmului tiroidian
"
,"9. Proeminența suprasternală
"
TRUE,"10. „Mărul lui Adam”
"
,
,"336. Pe părțile laterale ale feței anterolaterale a gâtului se vede:
"
FALSE,"1. Proeminența supraclaviculară
"
,"2. Proeminența carotică
"
,"3. Relieful deltoidului
"
TRUE,"4. Striațiile platismei
"
TRUE,"5. VJE
"
TRUE,"6. Procesul mastoid
"
,"7. VJI
"
TRUE,"8. Gonionul
"
,"9. Fose corespunzătoare articulațiilor sternoclaviculare
"
,"10. Relieful m. SCM
"
,
,"337. VJE se descoperă astfel:
"
TRUE,"1. Ținând cont de gonion
"
TRUE,"2. Incizând în lugul m. SCM
"
,"3. În decubit dorsal
"
TRUE,"4. În poziție Trendelenburg
"
TRUE,"5. Luând în considerare un punct situat la 1 cm deasupra mijlocului claviculei
"
TRUE,"6. Cu capul rotat controlateral
"
,"7. Ferind platisma
"
FALSE,"8. Disecând m. SCM
"
,"9. În decubit lateral
"
,"10. Cu capul rotat homolateral
"
,
,"338. Conținutul triunghiului carotic se descoperă astfel:
"
,"1. Centrat pe gonion
"
,"2. Evitând a. SCM mijlocie
"
TRUE,"3. Secționând platisma
"
,"4. Incizând transversal m. SCM
"
,"5. În decubit lateral
"
TRUE,"6. Incizând în lungul marginii anterioare a m. SCM
"
,"7. Incizând în lungul marginii posterioare a m. SCM
"
TRUE,"8. În decubit dorsal
"
TRUE,"9. Secționând teaca pachetului vasculonervos cervical
"
TRUE,"10. Cu capul rotat controlateral
"
,
,"339. Despre descoperirea elementelor vasculonervoase cervicale putem afirma că:
"
,"1. A. occipitală poate fi ligaturată în trigonul carotic
"
TRUE,"2. Ligatura a. subclaviculare se practică în segmentul postscalenic
"
FALSE,"3. ACI se ligaturează deasupra originii a. tiroidiene superioare
"
TRUE,"4. V. subclavie se ligaturează retroclavicular
"
,"5. Reper pentru a. linguală este cornul mare al hioidului
"
TRUE,"6. Tuberculul anterior al procesului transvers C6 este reper pentru ACC
"
TRUE,"7. N XII ajunge în regiunea submandibulară
"
,"8. A. tiroidiană superioară poate fi ligaturată în trigonul carotic
"
TRUE,"9. N XII se află lateral de ACE
"
,"10. A. faringiană ascendentă poate fi ligaturată în trigonul carotic
"
,
,"340. Triunghiul posterior al a. sublinguale este:
"
TRUE,"1. Traversat de N XII
"
,"2. Delimitat de N XII
"
,"3. Traversat de v. jugulare anterioare
"
TRUE,"4. Delimitat posterior de m. hioglos
"
TRUE,"5. Delimitat inferior de cornul mare al hioidului
"
,"6. Traversat de a. tiroidiană superioară
"
,"7. Traversat de VJE
"
,"8. În raport cu constrictorul faringian inferior
"
TRUE,"9. Obiectivat de proeminența cornului mare al hioidului
"
TRUE,"10. Delimitat anterosuperior de pântecul posterior al m. digastric
"
,
,"341. A. tiroidiană inferioară se descoperă:
"
,"1. În decubit lateral
"
FALSE,"2. Secționând istmul tiroidian
"
TRUE,"3. Disecând platisma
"
,"4. La baza gâtului
"
TRUE,"5. În decubit dorsal
"
TRUE,"6. Cu capul în extensie
"
TRUE,"7. Disecând fascia pretraheală
"
TRUE,"8. Disecând capsula tiroidei
"
,"9. Secționând n. recurent laringeu
"
,"10. Cu capul în flexie
"
,
,"342. N. XI/accesor se descoperă:
"
TRUE,"1. Se tracționează lateral m. SCM
"
TRUE,"2. Având ca reper procesul transvers atloidian
"
,"3. Cu capul în extensie
"
TRUE,"4. Cu capul rotat controlateral
"
,"5. Tragând lateral m. trapez
"
TRUE,"6. În decubit dorsal
"
,"7. Disecând m. SCM
"
,"8. Secționând m. trapez
"
,"9. În decubit lateral
"
TRUE,"10. Palpând vârful procesului mastoid
"
,
,"343. Din considerente topografice, traheostomia necesită:
"
TRUE,"1. Decolarea feței anterioare a traheei nu depășește unghiul inferior al inciziei
"
,"2. Incizia trebuie să evite linia albă a m. subhioidieni
"
,"3. Secționarea istmului tiroidian
"
TRUE,"4. Secționarea fasciei pretraheale
"
TRUE,"5. Protejarea istmului tiroidian
"
TRUE,"6. Păstrarea riguroasă a liniei mediene de incizie
"
,"7. Disecția n. recurent laringeu
"
,"8. Necesită tirotomie mediană
"
TRUE,"9. Reperarea arcului cricoidian
"
,"10. Ligatura a. tiroidiene inferioare
"
,
,"344. Grupul profund median (sau prevertebral) cuprinde trei mușchi: marele drept anterior al capului, micul drept anterior al capului și lungul gîtului. Care dintre următoarele elemente anatomice
!!!!!!!!!!!!!!!!!"
,"sunt caracteristice acestor mușchi?
"
,"1. Mușchiul marele drept anterior al capului este inervat de ramurile anterioare ale plexului cervical superficial
"
TRUE,"2. Mușchiul marele drept anterior al capului este cel mai anterior și cel mai extern dintre mușchii prevertebrali
"
TRUE,"3. Inserția terminală a mușchiului marele drept anterior al capului este pe fața inferioară a apofizei bazilare a occipitalului înaintea găurii occipitale
"
,"4. Mușchiul marele drept anterior al capului are ca și acțiune extensia capului pe coloana vertebrală
"
TRUE,"5. Mușchii drepți anteriori ai capului cînd se contractă simultan au acțiune de extensie a articulației occipito-atlantoidiene
"
,"6. Inserția terminală a mușchiului mic drept anterior al capului este pe fața inferioară a apofizei bazilare între marele drept anterior și gaura occipitală
"
,"7. Mușchiul micul drept anterior al capului are inserția de origine pe fața anterioară a maselor laterale ale atlasului
"
TRUE,"8. Mușchiul marele drept anterior al capului are inserția de origine prin 4 tendoane cilindrice,mici pe tuberculii anteriori ai apofizelor transverse C6,C5,C4 și C3
"
,"9. Mușchiul lungul gîtului este extensor al coloanei vertebrale cervicale
"
TRUE,"10. Mușchiul micul drept anterior al capuluieste inervat de al treilea nerv cervical
"
,
,"345. Grupul muscular profund lateral al gîtului este alcătuit din cei trei mușchi scaleni ( anterior, mijlociu și posterior), mușchii intertransversari și mușchiul dreptul lateral al capului.Care dintre
"
,"următoarele caracteristici anatomice le aparțin?
"
,"1. Mușchiul scalen anterior vine în raport posterior cu artera subclaviculară
"
,"2. Mușchiul scalen mijlociu este inervat de ramuri ventrale ale primilor doi nervi cervicali
"
TRUE,"3. Mușchiul scalen anterior este inervat de filete subțiri din ramurile anterioare ale nervilor cervicali spinali C3,C4,C5 și C6
"
TRUE,"4. Mușchiul scalen anterior are inserția de origine pe tuberculul lui Lisfranc
"
TRUE,"5. Mușchiul scalen anterior vine în raport anterior cu vena subclaviculară
"
TRUE,"6. Mușchiul scalen mijlociu are inserția terminală pe coasta întîia
"
,"7. Mușchiul scalen mijlociu are inserția de origine pe primele trei vertebre cervicale
"
,"8. Fața antero-laterală a mușchiului scalen mijlociu vine în raport cu artera subclaviculară
"
TRUE,"9. Mușchiul scalen anterior are inserția terminală pe tuberculul anterior al apofizelor transverse C4,C5,C6,C7
"
,"10. Mușchiul scalen mijlociu este cel mai mic și mai scurt dintre scaleni
"
,
,"346. Mușchii cefei sunt dispuși pe patru planuri.Planul profund cuprinde mușchii marele și micul drepți posteriori ai capului.Care dintre următoarele elemente anatomice sunt caracteristice
"
,"acestora?
"
TRUE,"1. Marele drept posterior al capului este alungit, de formă triunghiulară cu vîrful orientat spre axis
"
,"2. Mușchiul marele drept posterior al capului este inervat de ram posterior al celui de-al doilea nerv cervical
"
,"3. Mușchiul micul drept posterior al capului este inervat de ram posterior al celui de-al doilea nerv cervical
"
TRUE,"4. Inserția inferioară a marelui drept posterior al capului este pe apofiza spinoasă a axisului
"
,"5. Mușchiul micul drept posterior al capului are inserția inferioară pe tuberculul posterior al axisului
"
TRUE,"6. Fața posterioară are raport cu mușchiul marele complex
"
,"7. Cînd se contractă ambii mușchi fac flexia capului
"
TRUE,"8. Fața anterioară a sa are raporturi cu occipitalul și arcul posterior al atlasului
"
TRUE,"9. Inserția superioară a mușchiului mare drept posterior al capului este pe ½ externă a liniei nucale inferioare și dedesuptul acesteia
"
,"10. Mușchiul micul drept posterior al capului este un mușchi subțire, patrulater
"
,
,"347. Grupul mușchilor subhioidieni este alcătuit din patru mușchi dispuși în două planuri: superficial (m. omohioidian și m. sternocleidohioidian) și profund (m. sternotiroidian și
"
,"m.tirohioidian).Care dintre următoarele elemente anatomice sunt caracteristice acestora?
"
,"1. Mușchiul sternotiroidian este coborîtor al hioidului
"
TRUE,"2. Mușchiul omohioidian are acțiune de coborîre a osului hioid
"
TRUE,"3. Mușchiul sternocleidohioidian are acțiune în masticație
"
,"4. Mușchiul sternocleidohioidian se inseră superior pe cornul mare al osului hioid
"
TRUE,"5. Inserția superioară a omohioidianului e pe marginea inferioară a corpului hioidului și pe cornul mare
"
,"6. Mușchiul sternocleidohioidian este inervat de nervul accesor
"
TRUE,"7. Mușchiul omohioidian este inervat de ansa hipoglosului
"
,"8. Mușchiul sternocleidohioidian este un mușchi scurt, gros
"
TRUE,"9. Inserția inferioară a omohioidianului este pe marginea superioară a omoplatului în spatele scobiturii coracoide
"
TRUE,"10. Mușchiul omohioidian e un mușchi digastric, lung, subțire
"
,
,"348. Mușchii cefei sunt dispuși în patru planuri.Planul profund cuprind mușchii mare oblic sau oblic inferior al capului și mușchiul mic oblic(sau oblic superior al capului).Care dintre următoarele
"
,"elemente anatomice sînt caracteristice acestora?
"
TRUE,"1. Fața posterioară a mușchiului mare oblic cap e acoperită de mușchii complecși
"
TRUE,"2. Mușchiul mare oblic cap se inseră inferior și înăuntru pe apofiza spinoasă a axisului
"
,"3. Mușchiul mic oblic al capului se inserăsuperior pe apofiza transversă a atlasului
"
,"4. Mușchiul mic oblic al capului face flexia capului
"
,"5. Mușchiul mic oblic al capului este inervat de ramura posterioară a celui de-al doilea nerv cervical
"
TRUE,"6. Mușchiul mare oblic al capului e un mușchi scurt și rotunjit, fuzifoem, mai voluminos decît ceilalți mușchi ai regiunii
"
,"7. Fața posterioară a mușchiului mic oblic al capului vine în raport cu occipitalul
"
,"8. Inserția pe atlas a mușchiului mare oblic al capului este pe partea posterioară a apofizei transverse
"
TRUE,"9. Mușchiul mare oblic al capului are acțiune de apropiere de linia mediană a apofizei transverse atlasului
"
TRUE,"10. Mușchiul mare oblic al capului este inervat de ramul posterior al primului nerv cervical
"
,
,"349. Mușchii cefei sunt dispuși în patru planuri.Planul profund cuprinde și mușchii interspinoși ai gîtului.Care dintre următoarele elemente anatomice sunt caracteristice acestora?
"
TRUE,"1. Sunt în număr de 12
"
,"2. Fața lor externă vine în raport cu arterele vertebrale
"
TRUE,"3. Au dimensiuni mici
"
TRUE,"4. Sunt dispuși în perechi
"
,"5. Acțiunea lor este analogă cu a mușchilor mare și mic drepți laterali ai capului
"
,"6. Sunt inervați de ramurile anterioare ale nervilor spinali cervicali
"
,"7. Acești mușchi sunt aproape în întregime aponevrotici
"
TRUE,"8. Sunt situați între apofizele spinoase al vertebrelor cervicale
"
,"9. Se inseră inferior pe marginea inferioară a apofizelor spinoase cervicale
"
TRUE,"10. Sunt alungiți de sus în jos, turtiți, de formă patrulateră
"
,
,"350. Mușchii cefei sunt dispuși în patru planuri. Planul profund cuprinde planul complecșilor, transversar al gîtului și partea cervicală a mușchiului ilio-costal.Care dintre următoarele elemente
"
,"anatomice sunt caracteristice acestora?
"
,"1. Inserția superioară a mușchiului mic complex al capului se face pe cresta occipitală externă
"
,"2. Mușchiul mare complex al capului este inervat de ramurile posterioare ale primilor doi nervi cervicali
"
TRUE,"3. Inserția inferioară a mușchiului mare complex al capului se face pe apofizele transverse ale primelor 5-6 vertebre toracice
"
TRUE,"4. Inserția inferioară a mușchiului mare complex al capului se face pe apofizele transverse și pe apofizele articulare ale ultimelor vertebre cervicale
"
TRUE,"5. Fața posterioară a mușchiului mare complex al capului este acoperită de mușchiul trapez superior și de splenius și mic complex mai jos
"
TRUE,"6. Inserția superioară a mușchiului mare complex al capului se face pe spațiul rugos dintre cele două linii nucale occipitale
"
TRUE,"7. Mușchiul marele complex al capuluiare forma unui triunghi cu vîrful în jos
"
,"8. Inserția inferioară a mușchiului mic complex al capului se face pe apofizele articulare ale primelor vertebre toracale
"
,"9. Mușchiul mic complex al capului este un mușchi gros, larg, de forma unui triunghi cu vîrful în jos
"
,"10. Inserția inferioară a mușchiului mic complex al capului se face pe apofizele articulare ale ultimelor două vertebre cervicale
"
,
,"351. Mușchii cefei sunt dispuși în patru planuri. Planul trei cuprinde mușchii splenius și angular.Care dintre următoarele elemente anatomice sunt caracteristice acestora?
"
,"1. Mușchiul angular este inervat de ramuri posterioare din nervii spinali cervicali C2 și C3
"
TRUE,"2. Mușchiul splenius se inseră superior pe apofiza mastoidă a temporalului
"
TRUE,"3. Mușchiul splenius se inseră superior pe 2/3 externe ale liniei nucale superioare a occipitalului
"
,"4. Mușchiul angular se inseră superior pe gonion
"
,"5. Mușchiul splenius capitis este inervat de nervul accesor
"
TRUE,"6. Mușchiul splenius se inseră intern pe apofizele spinoase ale C7 și pe primele 4-5 toracale
"
,"7. Mușchiul splenius se inseră intern pe 2/3 inferioare ale ligamentului cervical posterior
"
TRUE,"8. Mușchiul angular are ca acțiune extensia capului
"
TRUE,"9. Mușchiul splenius este destul de lat, turtit, cu aspect de triunghi cu vîrful în jos și înafară
"
,"10. Mușchiul angular se inseră inferior pe 1/3 internă a omoplatului
"
,
,"352. Mușchii cefei sunt dispuși în patru planuri.Planul superficial este reprezentat de un singur mușchi: trapezul. Care dintre următoarele elemente anatomice sunt caracteristice acestuia?
"
,"1. Mușchiul trapez este inervat de ramuri din plexul cervical superficial
"
,"2. Mușchiul trapez este inervat de ramura externă a nervului hipoglos
"
,"3. Inserția pe occipital se face printr-o aponevroză groasă și laxă față de piele
"
TRUE,"4. Se inseră prin unghiul său superior pe 1/3 internă a liniei nucale superioare a occipitalului
"
TRUE,"5. Se inseră prin marginea internă pe ligamentul cervical posterior
"
,"6. Se întinde vertical de la occipital la a 7 a vertebră toracală
"
TRUE,"7. Se inseră prin unghiul său superior pe protuberanța occipitală externă
"
,"8. Se întinde vertical de la occipital la a 7 a vertebră cervicală
"
TRUE,"9. Are o formă mai degrabă triunghiulară decît trapezoidală
"
TRUE,"10. Este un mușchi lat,mai gros în partea mijlocie
"
,
,"353. Mușchiul buccinator este situat profund în grosimea obrazului imediat în afara mucoasei bucale.Care dintre următoarele elemente anatomice sunt caracteristice acestuia?
"
FALSE,"1. Inserția superioară a mușchiului buccinator se face pe marginea posterioară a lamei verticale a osului palatin
"
,"2. Inserția inferioară a mușchiului buccinator pe buza externă a marginii anterioare a ramurii mandibulei
"
,"3. Mușchiul buccinator este ridicător al buzei superioare
"
,"4. Mușchiul buccinator este inervat motor de nervul bucal ram din mandibular
"
TRUE,"5. Mușchiul buccinator se întinde vertical de la marginea alveolară a maxilarului la marginea alveolară a mandibulei
"
,"6. Mușchiul buccinator este inervat senzitiv de nervul suborbitar
"
TRUE,"7. Mușchiul buccinator are o formă patrulateră,plană
"
TRUE,"8. Mușchiul buccinator se întinde antero-posterior de la partea laterală a faringelui la unghiul buzei
"
TRUE,"9. Mușchiul buccinator este situat în afara orbicularului buzelor și înaintea maseterului
"
TRUE,"10. Inserția superioară a mușchiului buccinator se face pe tuberozitatea maxilară
"
,
,"354. Planul profund al mușchilor gurii și ai buzelor cuprinde mușchiul canin.Care dintre următoarele elemente anatomice sunt caracteristice acestuia?
"
TRUE,"1. Este situat în fosa canină
"
,"2. Inserția superioară în partea superioară a bosei canine
"
,"3. Este coborîtor al comisurii bucale
"
TRUE,"4. Mai este numit după acțiunea sa ridicătorul unghiului gurii
"
,"5. Inserția inferioară pe tegumentele buzei superioare
"
TRUE,"6. Are o formă patrulateră și o direcție oblică în jos și înafară
"
,"7. Este situat posterior de mușchiul ridicătorul propriu al buzei superioare
"
,"8. Cînd se contractă arată incidental dinții în timpul plînsului
"
TRUE,"9. Este situat posterior de mușchiul micul zigomatic
"
TRUE,"10. Este inervat de nervul suborbitar
"
,
,"355. Planul profund al mușchilor gurii și ai buzelor cuprinde mușchiul marele zigomatic.Care dintre următoarele elemente anatomice sunt caracteristice acestuia?
"
,"1. Cînd se contractă trage comisura bucală în jos descriind o curbă cu concavitatea inferior
"
,"2. Vena facială trece anterior de acesta
"
,"3. Inserția inferioară se face pe tegumentele care acoperă buza superioară
"
,"4. Este mușchiul implicat cel mai mult în exprimarea tristeții
"
TRUE,"5. Este situat în profunzimea părții centrale a obrazului
"
TRUE,"6. Are un traiect oblic de la unghiul posterior al malarului la comisura bucală
"
,"7. Este inervat de nervul temporo-malar
"
TRUE,"8. Inserția superioară se face pe unghiul posterior al osului zigomatic
"
TRUE,"9. Are o formă de panglică
"
TRUE,"10. Poate lipsi în unele cazuri
"
,
,"356. Planul profund al mușchilor gurii și ai buzelor cuprinde mușchiul micul zigomatic.Care dintre următoarele elemente anatomice sunt caracteristice acestuia?
"
TRUE,"1. Fascicolul accesor se inseră pe marginea inferioară a orbicularului pleoapelor
"
,"2. Mușchiul mic zigomatic este acoperit de orbicularul buzelor
"
TRUE,"3. Are o direcție oblică de la partea superioară a osului zigomatic la partea inferioară a ridicătorului propriu al buzei superioare
"
,"4. Mușchiul mic zigomatic este inervat de nervul temporo-malar
"
TRUE,"5. Poate lipsi în unele cazuri
"
,"6. Este mușchiul implicat cel mai mult în exprimarea bucuriei
"
TRUE,"7. Fascicolul principal are inserție în partea inferioară a osului zigomatic
"
,"8. Mușchiul mic zigomatic fuzionează sub un unghi obtuz cu marginea posterioară a ridicătorului propriu al buzei superioare
"
TRUE,"9. Este o mică bandeletă musculară întinsă de la pometele obrazului la buza superioară
"
,"10. Vena facială trece anterior de acesta
"
,
,"357. Planul profund al mușchilor gurii și ai buzelor cuprinde mușchiul risorius al lui Santorini.Care dintre următoarele elemente anatomice sunt caracteristice acestuia?
"
TRUE,"1. Are un traiect transversal de la comisura buzelor la marginea anterioară a sternocleidomastoidianului
"
TRUE,"2. Inserția de origine pe stratul celulo-fibros care acoperă glanda parotidă
"
TRUE,"3. Este un mușchi foarte superficial și extrem de subțire
"
,"4. Inserția de origine pe apofiza zigomatică a maxilarului
"
,"5. Inserția terminală pe mucoasa bucală de la comisura buzelor
"
,"6. Cînd se contractă simultan apropie comisurile bucale una de cealaltă
"
TRUE,"7. Inserția terminală pe pielea de la comisura buzelor
"
,"8. Vena facială trece anterior de acesta
"
TRUE,"9. Are o formă triunghiulară
"
,"10. Este inervat de nervul bucal ram din mandibular
"
,
,"358. Planul profund al mușchilor gurii și ai buzelor cuprinde mușchiul triunghiularul buzelor sau coborîtorul unghiului gurii ( depressor anguli oris).Care dintre următoarele elemente anatomice
"
,"sunt caracteristice acestuia?
"
,"1. Este un mușchi ridicător al comisurii bucale
"
,"2. Vena facială îl perforează în traiectul său
"
TRUE,"3. Este situat la dreapta și la stînga bărbiei delimitînd-o
"
,"4. Este inervat de nervul mentonier ram din nervul dentar inferior
"
TRUE,"5. Inserția terminală pe fața profundă a pielii comisurii bucale
"
TRUE,"6. Inserția inferioară pe 1/3 anterioară a liniei oblice externe a mandibulei
"
TRUE,"7. Are o culoare roșie închisă
"
,"8. Cînd se contractă ușor exprimă bucurie
"
TRUE,"9. Are un traiect vertical fiind un mușchi turtit și subțire
"
,"10. Este inervat de filete nervoase din plexul cervical superficial
"
,
,"359. Grupul mușchilor suprahioidieni cuprinde și mușchiul stilo-hioidian.Care dintre următoarele elemente anatomice îi sunt caracteristice?
"
,"1. Are raporturi laterale cu artera carotidă externă
"
TRUE,"2. Are raporturi laterale cu glanda parotidă și glanda submaxilară
"
TRUE,"3. Inserția anterioară se face printr-o langhetă aponevrotică pe osul hioid la unirea cornului mare cu corpul
"
,"4. Formează latura superioară a triughiului Farabeauf
"
,"5. În traiectul său trece printr-o butonieră a mușchiului digastric
"
TRUE,"6. Are raporturi mediale cu mușchiul stilo-faringian și cu peretele lateral al faringelui
"
TRUE,"7. Este situat în partea superioară și laterală a gîtului deasupra burții posterioare a digastricului
"
,"8. Este inervat de filete nervoase din ansa hipoglosului
"
,"9. Are acțiune de coborîtor al mandibulei
"
TRUE,"10. Inserția posterioară se face pe apofiza stiloidă în parte inferioară a acesteia
"
,
,"360. Care dintre următoarele caracteristici anatomice referitoare la aponevroza temporală sunt corecte?
"
TRUE,"1. Are aceeași întindere cu fosa temporală
"
,"2. Se inseră superior pe linia curbă temporală inferioară a parietalului
"
,"3. Este o lamă celuloasă slab rezistentă
"
,"4. Se inseră superior în partea laterală a osului frontal
"
TRUE,"5. Formează un unghi diedru deschis în jos și înainte cu planul osos al fosei temporale
"
TRUE,"6. Este o lamă fibroasă foarte rezistentă
"
TRUE,"7. Se dedublează deasupra arcadei zigomatice delimitînd un spațiu care e traversat de artera zigomatico-orbitară
"
TRUE,"8. Este de culoare alb-albăstruie
"
,"9. Se inseră inferior pe apofiza coroidă a mandibulei
"
,"10. Este de culoare gălbuie
"
,
,"361. Care dintre următoarele caracteristici anatomice referitoare la aponevroza maseterină sunt corecte?
"
TRUE,"1. Inserția superioară se face pe arcada zigomatică
"
TRUE,"2. Este semitransparentă
"
,"3. Fața externă vine în raport cu artera temporală superficială
"
,"4. Este de culoare alb-albăstrie
"
,"5. Fața externă vine în raport cu canalul Wharton
"
TRUE,"6. Este foarte rezistentă
"
,"7. Inserția anterioară pe marginea anterioară a osului zigomatic
"
TRUE,"8. Este lată
"
TRUE,"9. Este extrem de subțire
"
,"10. Inserția superioară pe marginea inferioară a corpului mandibulei
"
,
,"362. Care dintre următoarele caracteristici anatomice referitoare la aponevroza cervicală superficială sunt corecte?
"
TRUE,"1. În traiectul său de jumătate de cerc întîlnește trei mușchi pe care îi întecuiește
"
,"2. Fața externă vine în raport cu venele jugulare anterioare
"
TRUE,"3. Se termină pe ligamentul cervical posterior
"
TRUE,"4. Are originea pe partea mediană anterioară a gîtului
"
,"5. Extremitatea superioară se inseră pe linia curbă inferioară a occipitalului
"
TRUE,"6. Trece pe dedesuptul pielosului gîtului
"
,"7. Deasupra osului hioid și pe linia mediană aderă de mușchiul geniohioidian
"
,"8. Extremitatea inferioară se inseră pe osul hioid
"
TRUE,"9. Lama profundă a celei de a doua dedublări acoperă pachetul vascular carotidian
"
,"10. Fața internă în porțiunea superioară vine ăn raport cu glandele salivare sublinguale
"
,
,"363. Care dintre următoarele caracteristici anatomice referitoare la aponevroza cervicală mijlocie sunt corecte?
"
,"1. Fața anterioară vine în raport cu vena jugulară externă
"
,"2. Aponevroza cervicală mijlocie nu prezintă conexiuni intime cu mușchii subhioidieni
"
,"3. Aponevroza cervicală mijlocie nu prezintă conexiuni intime cu marile trunchiuri venoase de la baza gîtului
"
TRUE,"4. Fața anterioară corespunde anterior liniei albe cervicale
"
,"5. Fața posterioară a aponevrozei cervicale mijlocii vine în raport cu esofagul
"
TRUE,"6. Se întinde vertical de la osul hioid și mușchii omohioidieni pînă la stern și claviculă
"
TRUE,"7. Se mai numește fascia pretraheală
"
,"8. Marginile laterale oblic descendente închid în dedublarea lor mușchii scaleni anteriori
"
TRUE,"9. Se întinde transversal de la umărul drept la cel stîng
"
TRUE,"10. Are o formă triunghiulară cu două fețe și trei margini
"
,
,"364. Mușchii pieloși ai capului și gâtului:
"
TRUE,"1. Au inserție mobilă cutanată
"
TRUE,"2. Toti sunt grupati în jurul orificiilor feței
"
,"3. Au inserție fixă cutanată
"
,"4. Sunt inervați de nervul trigemen
"
